雪上レジャー-活用可能資源減少	原因	気温上昇
雪上レジャー-活動適期変化	原因	降雨量・降雪量の時空間分布変化
積雪量不足	原因	暖冬
雪質変化	原因	暖冬
スキー場運営-悪影響	原因	積雪量不足
スキー場運営-悪影響	原因	雪質変化
スキー場-積雪深減少	予測影響	2031年以降の積雪深大幅減少
来客数減少	原因	積雪量減少
営業利益減少	原因	積雪量減少
積雪量不足	対策法	降雪量補填
積雪量不足	対策法	スキー場設備縮小
積雪量不足	対策法	レジャー多角化
積雪量減少	対策法	経営体制改革
積雪量減少	対策法	事業転換
積雪量確保	対策法	人工降雪機使用
積雪量確保	対策法	造雪機利用
設備規模適正化	対策法	リフト削減
設備規模適正化	対策法	駐車場数削減
集客力強化	対策法	イベント企画
集客力強化	対策法	温泉パッケージ化
グリーンシーズン活用	対策法	マウンテンバイク-トレイルライド展開
グリーンシーズン活用	対策法	グラススキー展開
グリーンシーズン活用	対策法	トレッキング・ハイキング展開
広域連携	対策法	エリア共通チケット導入
索道会社統合	対策法	資本統合
所有と運営分離	対策法	投資促進
事業者支援	対策法	借地料軽減
事業者支援	対策法	リフト券転売対策支援
観光地魅力向上	対策法	景観づくり
観光地魅力向上	対策法	町並みづくり
DMO活用	対策法	DMO設立
受入環境整備	対策法	Wi-Fi整備
受入環境整備	対策法	キャッシュレス整備
受入環境整備	対策法	案内標識整備
気温上昇	影響	降雪量の時空間分布変化
気温上昇	影響	雪上レジャー-活用可能資源減少
降雨量・降雪量の時空間分布変化	影響	雪上レジャー-活動適期変化
暖冬	影響	積雪量不足
暖冬	影響	雪質変化
積雪量減少	影響	来客数減少
積雪量減少	影響	営業利益減少
人工降雪機使用	方式分類	ファンタイプ
人工降雪機使用	方式分類	ガンタイプ
借地料軽減	実施主体	地方自治体
リフト券転売対策支援	実施手段	罰則付き条例制定
景観づくり	影響	集客力強化
町並みづくり	影響	集客力強化
DMO設立	目的	スノーリゾート形成
降雪量の時空間分布変化	影響	雪上レジャー-活用可能資源減少
積雪量不足	影響	スキー場運営-悪影響
雪質変化	影響	スキー場運営-悪影響
ファンタイプ	特性	大量造雪可能
ガンタイプ	特性	高温域造雪可能
集客力強化	影響	スキー場-来客促進
罰則付き条例制定	目的	リフト券転売対策実施
スノーリゾート形成	対策法	DMO設立
