蚊-分布可能域変化	原因	気温上昇
蚊-分布可能域変化	原因	降水の時空間分布変化
蚊-個体群密度変化	原因	気温上昇
蚊-個体群密度変化	原因	降水の時空間分布変化
蚊-活動変化	原因	気温上昇
蚊-活動変化	原因	降水の時空間分布変化
国内-輸入感染症例増加	原因	海外-デング熱大流行継続
国内-輸入感染症例増加	原因	海外-チクングニア熱大流行継続
国内-輸入感染症例増加	原因	海外-ジカ熱大流行継続
ヒトスジシマカ-生息域拡大	影響	国内-媒介蚊分布変化
ヒトスジシマカ-活動可能期間長期化	影響	国内-媒介蚊活動変化
蚊媒介感染症-流行頻度上昇可能性	予測影響	媒介生物-活動期間長期化
感染リスク拡大	予測影響	気候変動-進行
国内感染	対策法	感染者からの国内感染防止
生活環境改善	対策法	発生源対策
成虫駆除実施の備え	対策法	国内感染発生時対応
個人-蚊媒介感染症対策実施	対策法	関連知識取得
リスク地点対策	対策法	リスク地点の選定
蚊-発生抑制	対策法	幼虫-退治
幼虫-発生源削減	対策法	たまり水ごみ片付け
成虫-発生抑制	対策法	下草刈り清掃
蚊-潜伏場所削減	対策法	剪定による風通し改善
幼虫-発生状況把握	対策法	幼虫調査実施
感染予防	対策法	発生源対策
感染予防	対策法	防蚊対策
日本脳炎-感染予防	対策法	予防接種
国内感染発生時-感染拡大防止	対策法	成虫-薬剤駆除
新規成虫発生防止	対策法	幼虫-物理的駆除
適切な感染症対策立案	対策法	感染症サーベイランス
蚊-幼虫発生防止	対策法	たまり水除去
蚊-刺咬回避	対策法	肌の露出抑制
蚊-生息場所削減	対策法	やぶ草むら除去
渡航関連感染予防	対策法	トラベラーズワクチン接種
渡航中-刺咬回避	対策法	長袖長ズボン着用
渡航中-刺咬回避	対策法	虫除け薬使用
渡航中-刺咬回避	対策法	蚊取り線香使用
帰国後-健康被害抑制	対策法	医療機関受診
二次感染防止	対策法	帰国後4週間-献血自粛
積極的疫学調査	対策法	調査協力
感染拡大防止	対策法	診断後-献血中止
感染拡大防止	対策法	推定感染地周辺-幼虫対策協力
気温上昇	発生要因	気候変動
降水の時空間分布変化	発生要因	気候変動
海外-デング熱大流行継続	発生地域	海外
海外-チクングニア熱大流行継続	発生地域	海外
海外-ジカ熱大流行継続	発生地域	海外
国内-媒介蚊分布変化	具体例	ヒトスジシマカ-生息域拡大
国内-媒介蚊活動変化	具体例	ヒトスジシマカ-活動可能期間長期化
媒介生物-活動期間長期化	具体例	ヒトスジシマカ-活動可能期間長期化
気候変動-進行	将来変化	感染リスク拡大
感染者からの国内感染防止	重要性	国内感染回避
発生源対策	手段	幼虫対策
幼虫-退治	対象	ボウフラ
たまり水除去	対象	家の周囲のたまり水
気候変動	結果	気温上昇
気候変動	結果	降水の時空間分布変化
ヒトスジシマカ-活動可能期間長期化	影響	蚊媒介感染症-流行頻度上昇可能性
幼虫対策	具体例	たまり水除去
