水道システム-水量への影響	原因	豪雨増加
水道システム-水量への影響	原因	強い台風増加
水道システム-水量への影響	原因	渇水増加
水道システム-水量への影響	原因	水温上昇
水道システム-水量への影響	原因	海面水位上昇
水道システム-水質への影響	原因	豪雨増加
水道システム-水質への影響	原因	渇水増加
水道システム-水質への影響	原因	水温上昇
水道システム-水道施設への影響	原因	豪雨増加
水道施設-被害発生	原因	豪雨
水道施設-被害発生	原因	台風
減断水-発生	原因	渇水
水質-影響	原因	原水濁度上昇
水質-影響	原因	植物プランクトン-異常発生
水質-影響	原因	浄水処理-生物障害
水道システム-影響被害	影響	他分野-影響
影響-拡大	予測影響	懸念
対策費-増大	予測影響	懸念
水道システム-適応策検討	対策法	水源系・処理系・給配水系-分類
増水-適応策	対策法	水位・濁度監視-強化
増水-適応策	対策法	送水管ネットワーク-広域的整備
増水-適応策	対策法	浸水対策
渇水-適応策	対策法	湖沼・ダム-機能向上
渇水-適応策	対策法	スマートメーター-導入
渇水-適応策	対策法	雨水・再生水-利用
水質悪化-適応策	対策法	水質観測・監視システム-向上
水質悪化-適応策	対策法	浄水処理-強化
水質悪化-適応策	対策法	浄水処理-最適化
水質悪化-適応策	対策法	情報共有・連携ネットワーク-構築
緊急時対応-適応策	対策法	対応マニュアル・計画-作成
災害リスク把握-適応策	対策法	水道ハザードマップ-作成
住民-備え	対策法	緊急時の水-備蓄
住民-備え	対策法	応急給水拠点-確認
住民-協力	対策法	水質異常発生時-協力
災害拠点病院-給水確保	対策法	3日程度の診療機能維持-給水確保
豪雨増加	原因	気候変動
強い台風増加	原因	気候変動
渇水増加	原因	気候変動
水温上昇	原因	気候変動
海面水位上昇	原因	気候変動
豪雨	影響	洪水
台風	影響	洪水
洪水	影響	水道施設-被害
原水濁度上昇	影響	水質-影響
植物プランクトン-異常発生	影響	水質-影響
浄水処理-生物障害	影響	水質-影響
水位・濁度監視-強化	目的	水位上昇レベル-把握
水位・濁度監視-強化	目的	高濁度発生状況-把握
送水管ネットワーク-広域的整備	目的	災害時給水-バックアップ確保
浸水対策	目的	水道施設-浸水防護
湖沼・ダム-機能向上	手段	ダム-嵩上げ
湖沼・ダム-機能向上	手段	堆積土砂-掘削
湖沼・ダム-機能向上	手段	堆積土砂-浚渫
スマートメーター-導入	影響	水使用量-見える化
スマートメーター-導入	影響	節水意識-向上
雨水・再生水-利用	用途	雑用水
水質観測・監視システム-向上	手段	定期的水質検査
水質観測・監視システム-向上	手段	自動監視システム-活用
浄水処理-強化	目的	水質悪化-早期把握
浄水処理-強化	目的	状況変化-対応
情報共有・連携ネットワーク-構築	目的	流域単位-協力体制
対応マニュアル・計画-作成	内容	応急給水計画
水道ハザードマップ-作成	目的	被害特性-抽出
水道ハザードマップ-作成	目的	問題点-抽出
気候変動	影響	水道システム-影響可能性増大
気候変動	影響	水道施設-更なる影響懸念
洪水	影響	取水制限
渇水	影響	取水制限
浸水	影響	取水制限
洪水	影響	断水
渇水	影響	断水
浸水	影響	断水
水道システム-影響可能性増大	対策法	被害低減・回避対策-推進
水道施設-更なる影響懸念	対策法	水道強靭化-施設整備推進
