水稲-収量減少	原因	気温上昇
水稲-品質低下	原因	気温上昇
水稲-収量減少	原因	CO2濃度上昇
水稲-品質低下	原因	CO2濃度上昇
水稲-収量減少	原因	強雨増加
水稲-品質低下	原因	強雨増加
水稲-収量減少	原因	降水量減少
水稲-品質低下	原因	降水量減少
水稲-品質影響発生	影響	全国
水稲-収量減少	影響	一部地域
水稲-品質低下	影響	白未熟粒-発生
水稲-品質低下	影響	胴割粒-発生
白未熟粒-発生	影響	一等米比率-低下
胴割粒-発生	影響	一等米比率-低下
気候変動	影響	病害虫-増加
水稲-収量変化	予測影響	今世紀半ば頃までの全国的増加傾向
水稲-収量変化	予測影響	21世紀末の全国的減少転換
高温リスクを受けやすいコメ-割合増加	予測影響	RCP8.5シナリオでの著しい増加
気温上昇	対策法	栽培時期変更
気温上昇	対策法	管理方法改善
気温上昇	対策法	品種転換
病害虫-増加	対策法	病害虫防止
栽培時期変更	対策法	田植え時期見直し
栽培時期変更	対策法	直播
栽培時期変更	対策法	早めの刈り取り
管理方法改善	対策法	土壌環境管理
管理方法改善	対策法	施肥管理
管理方法改善	対策法	深水管理
管理方法改善	対策法	かけ流し灌漑
管理方法改善	対策法	早期落水防止
品種転換	対策法	高温耐性品種導入
品種転換	対策法	晩生品種導入
品種転換	対策法	新品種開発導入
病害虫防止	対策法	雑草管理
病害虫防止	対策法	薬剤防除
気温上昇	要因	水稲-収量影響
気温上昇	要因	水稲-品質影響
CO2濃度上昇	要因	水稲-収量影響
CO2濃度上昇	要因	水稲-品質影響
強雨増加	要因	水稲-収量影響
強雨増加	要因	水稲-品質影響
降水量減少	要因	水稲-収量影響
降水量減少	要因	水稲-品質影響
白未熟粒-発生	特徴	でんぷん蓄積不十分
田植え時期見直し	目的	高温登熟回避
田植え時期見直し	目的	白未熟粒-発生防止
直播	目的	高温登熟回避
早めの刈り取り	目的	胴割米-発生軽減
土壌環境管理	目的	根-養分吸収力向上
施肥管理	目的	基部未熟粒-発生抑制
施肥管理	目的	光合成速度向上
深水管理	目的	温度低下
かけ流し灌漑	目的	温度低下
早期落水防止	目的	胴割米-発生軽減
雑草管理	対象	畦畔等周囲の除草作業
薬剤防除	目的	ヒメトビウンカ-発生密度低下
薬剤防除	目的	紋枯病菌-殺菌
水稲-収量影響	内容	水稲-収量減少
水稲-品質影響	内容	水稲-品質低下
でんぷん蓄積不十分	結果	米粒-白濁
高温登熟回避	目的	白未熟粒-発生防止
根-養分吸収力向上	手段	作土深15cm確保
根-養分吸収力向上	手段	根圏拡大
根圏拡大	結果	根量増加
温度低下	目的	高温影響回避
ヒメトビウンカ-発生密度低下	目的	イネ縞葉枯病-媒介抑制
